PlantID	Year	Region	Population	NrFruits	RelfRS	PlantHeight_cm	InflorescenceLength_cm	NrFlowers	Z3Hexen1Ol_ngPerL	Styrene_ngPerL	Heptanal_ngPerL	alphaPinene_ngPerL	Benzaldehyde_ngPerL	Sabinene_ngPerL	betaPinene_ngPerL	6Methyl5Hepten2One_ngPerL	Z3HexenylAcetate_ngPerL	HexylAcetate_ngPerL	Limonene_ngPerL	BenzylAlcohol_ngPerL	Phenylacetaldehyde_ngPerL	PhenylethylAlcohol_ngPerL	BenzylAcetate_ngPerL	1Phenyl12Propanedione_ngPerL	Phenylethylacetate_ngPerL	1Phenyl23Butanedione_ngPerL	Eugenol_ngPerL	MethylEugenol_ngPerL	GeranylAcetone_ngPerL	Benzylbenzoate_ngPerL	ColourCode	Z_PlantHeight	Z_InflorescenceLength	Z_NrFlowers	Z_Z3Hexen1Ol	Z_Styrene	Z_Heptanal	Z_alphaPinene	Z_Benzaldehyde	Z_Sabinene	Z_betaPinene	Z_6Methyl5Hepten2One	Z_Z3HexenylAcetate	Z_HexylAcetate	Z_Limonene	Z_BenzylAlcohol	Z_Phenylacetaldehyde	Z_PhenylethylAlcohol	Z_BenzylAcetate	Z_1Phenyl12Propanedione	Z_Phenylethylacetate	Z_1Phenyl23Butanedione	Z_Eugenol	Z_MethylEugenol	Z_GeranylAcetone	Z_Benzylbenzoate	Z_ColourCode	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC1A	PC2A	PC3A	PC4A	PC5A	PC6A	PC7A
10AGo062	2010	mountain	Albulapass	6	0.65094300	15	3	42	39.83958300	16.10640400	30.77916700	61.42657700	337.28318400	7.02708300	18.36458300	641.30421600	827.91737500	5.04464200	498.04317900	75.48820100	256.05366000	73.68079300	62.91812700	1.34575900	76.22744300	1.95625000	2.18462800	0.67083300	7.34932600	0.00000000	NA	-0.84252200	-1.12277800	0.91015700	-0.24763600	-0.96189300	0.03127100	0.25927900	-0.59687100	0.08171100	0.16000400	-0.03715600	-0.17349600	-0.43569800	0.96998000	-0.05813700	-0.53113400	0.16740500	-0.69762700	-0.74397400	-0.49678400	-0.61343300	-0.55141200	-0.10294800	0.69199000	-0.33160800	NA	-0.83620600	0.36062800	-0.34161800	0.50402400	0.07278100	-0.25932700	-0.43842700	NA	NA	NA	NA	NA	NA	NA
10AGo063	2010	mountain	Albulapass	22	2.38679200	15	5	42	181.62365600	17.66825800	33.00430100	53.94332100	406.66666800	8.10537600	15.00215100	440.90762300	3849.43678700	17.31668000	446.98221900	67.11233900	335.48750700	79.46464200	104.93999900	2.41272900	263.47871900	4.70537600	28.80542000	1.90752700	5.28091400	0.00000000	NA	-0.84252200	0.45827700	0.91015700	1.15383800	-0.85003500	0.27001400	-0.02608100	-0.42206300	0.45341900	-0.29597100	-0.66458900	2.08672400	0.16574200	0.61570100	-0.15273400	-0.32686000	0.25857000	-0.42273000	-0.04127300	0.57364100	-0.31031400	1.53034500	0.30509100	-0.28554900	-0.33160800	NA	-0.25095000	0.16976900	0.30533500	0.60030300	-0.94336900	1.80821800	0.20989400	NA	NA	NA	NA	NA	NA	NA
10AGo064	2010	mountain	Albulapass	0	0.00000000	15	4	28	165.22444400	23.22719700	37.12222200	65.44399400	393.05593600	9.27555600	19.47777800	464.56277100	1972.81685300	12.21257000	616.54075400	101.73766900	677.19879700	149.87148100	12.14063400	0.90238900	18.48193000	1.77111100	15.09175200	0.01555600	9.18541800	0.00000000	NA	-0.84252200	-0.33225100	-0.54068800	0.99173900	-0.45190900	0.71184100	0.41247500	-0.45635500	0.85680100	0.31096300	-0.59052600	0.68293600	-0.08440500	1.79215700	0.23832700	0.55189100	1.36831700	-1.02980100	-1.03597500	-0.82688700	-0.63384700	0.45793000	-0.31915200	1.55973300	-0.33160800	NA	-0.99747200	0.92839200	-0.58646500	1.55166800	0.05285300	0.68569700	-0.44249600	NA	NA	NA	NA	NA	NA	NA
10AGo065	2010	mountain	Albulapass	9	0.97641500	16	4	32	36.82888900	13.76678500	23.78444400	47.89654000	724.30517900	10.34888900	11.54444400	608.61715500	459.42779400	3.42974100	366.30943500	122.55893000	758.84976500	72.74544200	83.81522000	1.72396400	76.50585100	7.10888900	6.56420700	3.03333300	5.53143900	0.00000000	NA	-0.53974000	-0.33225100	-0.12616000	-0.27739500	-1.12945500	-0.71922000	-0.25666300	0.37820700	1.22679900	-0.76486700	-0.13949800	-0.44914100	-0.51484300	0.05596500	0.47348400	0.76186700	0.15266200	-0.56092300	-0.49489000	-0.49519200	-0.04530200	-0.20892700	0.67654300	-0.16715000	-0.33160800	NA	-0.16948200	-0.04021800	-0.44235500	0.69941000	-0.64234500	-0.45639900	0.00521700	NA	NA	NA	NA	NA	NA	NA
10AGo066	2010	mountain	Albulapass	17	1.84434000	18	5	38	46.53555600	20.34187800	38.18666700	82.51768500	599.66732900	9.14222200	18.31333300	726.82079300	984.65079100	8.79141300	466.90432900	76.23951200	509.02361400	74.97902500	107.80738300	2.46973200	225.93926600	9.42444400	18.79972900	0.01777800	6.70618300	0.00000000	NA	0.06582200	0.45827700	0.49563000	-0.18144900	-0.65855300	0.82604900	1.06354800	0.06419000	0.81083900	0.15305400	0.23059200	-0.05625300	-0.25207300	0.75392800	-0.04965100	0.11940900	0.18786800	-0.40397200	-0.00373100	0.35904600	0.21001100	0.74789600	-0.31841900	0.38803800	-0.33160800	NA	-0.05142500	0.73146400	0.45098600	0.43167400	0.01927700	-0.16530900	-0.43223600	NA	NA	NA	NA	NA	NA	NA
10AGo067	2010	mountain	Albulapass	5	0.54245300	15	4	35	25.93555600	16.40283700	33.14222200	46.35952300	357.60614900	7.95777800	14.61333300	495.81110700	213.99056800	4.69795400	387.32511900	115.24273700	144.15230500	145.46904900	24.90939000	1.36567200	30.81510000	1.51555600	4.97384700	0.01555600	6.19635700	0.00000000	NA	-0.84252200	-0.33225100	0.18473500	-0.38507100	-0.94066300	0.28481200	-0.31527400	-0.54566800	0.40253900	-0.34869800	-0.49268900	-0.63273800	-0.45268900	0.20178000	0.39085500	-0.81890100	1.29892600	-0.94627100	-0.73085900	-0.75638400	-0.66202400	-0.33329400	-0.31915200	0.14709300	-0.33160800	NA	-1.06263100	0.00211700	-0.31113200	1.49508800	-0.29668300	-0.53335500	-0.45086000	NA	NA	NA	NA	NA	NA	NA
10AGo068	2010	mountain	Albulapass	9	0.97641500	19	4	27	68.52222200	24.45999200	26.14444400	69.83787400	500.45005300	8.87111100	14.55111100	329.93870700	673.64690700	6.97651300	378.19918300	167.98187400	126.86695400	104.44670500	83.05536300	3.01584700	78.63165200	5.19333300	0.44956900	0.00000000	5.18436300	0.00000000	NA	0.36860300	-0.33225100	-0.64431900	0.03587900	-0.36361800	-0.46600600	0.58002700	-0.18578200	0.71738200	-0.35713600	-1.01202800	-0.28889700	-0.34101900	0.13846100	0.98649500	-0.86335300	0.65233500	-0.56589400	0.35593700	-0.48304000	-0.25651200	-0.68709400	-0.32428500	-0.33117900	-0.33160800	NA	-0.49526400	0.36723800	-0.25307100	0.95388600	-0.85842500	-0.23742600	-0.39236700	NA	NA	NA	NA	NA	NA	NA
10AGo070	2010	mountain	Albulapass	10	1.08490600	15	3	19	103.24222200	16.16685500	23.83111100	59.28463800	715.79920000	7.88222200	13.66444400	584.34254000	2201.26724800	84.06270900	399.66952800	69.29148300	322.41176600	48.04550100	237.74000600	4.37736200	256.25567200	7.06666700	12.02659100	0.05333300	4.11828900	0.00000000	NA	-0.84252200	-1.12277800	-1.47337400	0.37907100	-0.95756400	-0.71421300	0.17760000	0.35677600	0.37649300	-0.47737600	-0.21550100	0.85382600	3.43689800	0.28742900	-0.12812300	-0.36048600	-0.23665700	0.44601500	1.25262300	0.53235100	-0.04995800	0.21823300	-0.30668800	-0.83500900	-0.33160800	NA	0.73434500	-0.03947400	-0.91795900	-0.67393600	-0.47686600	1.47047400	-0.23888500	NA	NA	NA	NA	NA	NA	NA
10AGo071	2010	mountain	Albulapass	4	0.43396200	15	3	26	29.70222200	17.33456400	41.41777800	53.01589200	742.56586500	6.80444400	17.14000000	350.78581300	771.88079800	8.69560200	460.57006500	203.40362000	281.16040800	65.40020400	259.82980800	3.14500900	165.45339900	2.67111100	8.30999600	0.00000000	5.77587900	0.00000000	NA	-0.84252200	-1.12277800	-0.74795100	-0.34783900	-0.87393400	1.17272800	-0.06144700	0.42421300	0.00496300	-0.00606000	-0.94675600	-0.21541400	-0.25676900	0.70997800	1.38655200	-0.46656900	0.03688700	0.59052100	0.44100200	0.01327800	-0.53461200	-0.07240600	-0.32428500	-0.05162700	-0.33160800	NA	-0.03813800	0.21900800	-0.90194700	1.07596700	-0.43788700	-0.32880000	-0.37599100	NA	NA	NA	NA	NA	NA	NA
10AGo072	2010	mountain	Albulapass	0	0.00000000	12	2	24	23.60888900	18.10581800	23.30222200	76.52956900	426.43936700	7.32444400	15.91111100	689.82096300	289.99957600	2.56624000	351.74319400	101.88730600	326.63287000	128.56075500	89.70637300	2.46581500	200.19470100	7.79333300	12.81515400	2.52222200	5.78529700	3.04970900	NA	-1.75086500	-1.91330500	-0.95521500	-0.40806900	-0.81869700	-0.77095900	0.83520200	-0.37224700	0.18421700	-0.17270800	0.11474800	-0.57588100	-0.55716200	-0.04510000	0.24001700	-0.34963100	1.03241900	-0.52238500	-0.00631100	0.21187700	0.03016500	0.27989900	0.50790600	-0.04717600	1.68644000	NA	-0.11451400	0.03056500	-1.81723400	0.77202300	-0.30676300	-0.70749500	1.06925400	NA	NA	NA	NA	NA	NA	NA
10AGo073	2010	mountain	Albulapass	11	1.19339600	19	5	29	172.39111100	18.43153800	24.01111100	59.98069000	457.45083300	6.23555600	12.07555600	700.56095400	1140.34297700	7.16719600	356.93440400	266.14636400	1095.42892700	178.36632000	59.71585200	1.35967600	56.64948300	4.61333300	4.41756600	0.00666700	5.90870700	0.00000000	NA	0.36860300	0.45827700	-0.43705600	1.06257800	-0.79537000	-0.69490000	0.20414300	-0.29411600	-0.19114400	-0.69284300	0.14837400	0.06021100	-0.33167400	-0.00908200	2.09517400	1.62742000	1.81745100	-0.71857600	-0.73480800	-0.60870200	-0.32046300	-0.37679500	-0.32208500	0.01114800	-0.33160800	NA	-0.53958700	-0.43232100	0.05365700	2.19903400	-0.47397500	0.36148400	-0.64783700	NA	NA	NA	NA	NA	NA	NA
10AGo075	2010	mountain	Albulapass	21	2.27830200	22	7	51	74.24222200	16.20660200	40.77555600	101.40207300	1015.07678400	7.39777800	13.50222200	545.48086100	1636.62846500	16.56943100	298.63535700	171.97477700	793.80729900	123.07173100	64.02442200	2.03408100	53.34920400	8.65777800	15.30831900	18.00222200	7.16457300	0.00000000	NA	1.27694700	2.03933100	1.84284300	0.09241900	-0.95471700	1.10382100	1.78366800	1.11078700	0.20949600	-0.49937500	-0.33717500	0.43145300	0.12912000	-0.41358100	1.03159100	0.85176400	0.94590100	-0.69039000	-0.29064800	-0.62756800	0.12547900	0.47486600	5.61542800	0.60467500	-0.33160800	NA	-0.28214100	-0.04006000	2.08710600	1.27598100	-0.45993300	0.49359500	2.59746500	NA	NA	NA	NA	NA	NA	NA
10AGo076	2010	mountain	Albulapass	9	0.97641500	14	4	36	24.61720400	20.26834200	27.08817200	44.79069500	284.97351000	5.30322600	13.87957000	349.59489100	165.37878600	5.55271400	378.08177300	71.79544800	49.81466400	17.73422800	52.73068200	2.06375600	64.65921500	1.56344100	1.86281900	0.00000000	5.83040900	0.00000000	NA	-1.14530300	-0.33225100	0.28836700	-0.39810200	-0.66381900	-0.36475000	-0.37509900	-0.72866100	-0.51253500	-0.44820300	-0.95048500	-0.66910200	-0.41079800	0.13764600	-0.09984300	-1.06150200	-0.71442100	-0.76427100	-0.27110500	-0.56291400	-0.65674400	-0.57657800	-0.32428500	-0.02585500	-0.33160800	NA	-0.70621400	-0.28828300	-0.39157800	-0.01384500	-0.33877300	-0.50414100	-0.29904100	NA	NA	NA	NA	NA	NA	NA
10AGo077	2010	mountain	Albulapass	0	0.00000000	13	3	25	31.48817200	13.81230800	23.07096800	41.39692400	209.21824900	4.41075300	9.46236600	336.82175100	410.09866100	3.45059300	272.90224800	29.22821300	74.66292300	14.72021700	6.55159800	0.68147600	6.81151400	0.54838700	3.94399000	0.00645200	4.79770100	0.00000000	NA	-1.44808400	-1.12277800	-0.85158300	-0.33018600	-1.12619400	-0.79577100	-0.50451400	-0.91952200	-0.82018700	-1.04721500	-0.99047700	-0.48604200	-0.51382100	-0.59212600	-0.58060100	-0.99760100	-0.76192700	-1.06636300	-1.18146600	-0.89360100	-0.76866400	-0.41382900	-0.32215600	-0.51391700	-0.33160800	NA	-0.83980400	-0.84340700	-1.17390600	-0.11751900	-0.61854100	-0.39001100	-0.22711300	NA	NA	NA	NA	NA	NA	NA
10AGo078	2010	mountain	Albulapass	0	0.00000000	16	3	19	69.24000000	15.30696700	24.33777800	44.97291600	313.42994400	4.95777800	9.86888900	478.70548600	2791.66583100	11.27378800	313.25683800	68.71088300	193.51877600	58.33348100	30.96982500	1.11628000	63.52492500	2.68000000	2.04156000	1.76444400	4.38390800	0.00000000	NA	-0.53974000	-1.12277800	-1.47337400	0.04297400	-1.01914800	-0.65985100	-0.36815000	-0.65696700	-0.63161800	-0.99208700	-0.54624500	1.29546800	-0.13041400	-0.31213200	-0.13468000	-0.69194900	-0.07449800	-0.90662500	-0.89510700	-0.56939800	-0.53363200	-0.56260000	0.25788200	-0.70947700	-0.33160800	NA	-0.67610100	-0.69692800	-1.05385200	0.23620200	-0.76603600	0.71801900	-0.00294200	NA	NA	NA	NA	NA	NA	NA
10AGo080	2010	mountain	Albulapass	8	0.86792500	18	5	27	21.55111100	12.43349100	33.18888900	42.79122000	319.64265600	5.39333300	9.58000000	268.59788200	272.89021000	7.02364700	195.12828300	54.78730500	376.92322600	46.12012000	142.22713600	1.64709700	106.04467000	1.08888900	3.19631300	0.00666700	3.91474100	0.00000000	NA	0.06582200	0.45827700	-0.64431900	-0.42840900	-1.22494400	0.28981900	-0.45134500	-0.64131500	-0.48147300	-1.03126300	-1.20408300	-0.58867900	-0.33870900	-1.13174900	-0.29193400	-0.22030300	-0.26700400	-0.17880700	-0.54551400	-0.32633300	-0.70906900	-0.47229800	-0.32208500	-0.93120600	-0.33160800	NA	-0.35742800	-0.84053400	0.15346000	0.03919500	-0.87505500	-0.36822600	-0.26053700	NA	NA	NA	NA	NA	NA	NA
10AGo082	2010	mountain	Albulapass	7	0.75943400	19	6	34	30.54222200	16.46228500	22.86222200	45.45390200	626.86947200	3.44222200	10.29555600	593.53541600	874.79643800	4.52741700	255.36024400	96.99179800	380.50313700	72.85610500	179.72903300	3.87092600	155.62031900	5.53333300	2.30282000	0.00000000	3.29256000	0.00000000	NA	0.36860300	1.24880400	0.08110300	-0.33953600	-0.93640600	-0.81816900	-0.34980900	0.13272400	-1.15405800	-0.93422700	-0.18671800	-0.13842900	-0.46104700	-0.71383800	0.18472700	-0.21109700	0.15440600	0.06652100	0.91908700	-0.04293300	-0.21902300	-0.54216900	-0.32428500	-1.22525100	-0.33160800	NA	0.16553400	-0.97398200	0.61216800	0.16005700	-0.78914400	-0.20670400	-0.41116900	NA	NA	NA	NA	NA	NA	NA
10AGo083	2010	mountain	Albulapass	0	0.00000000	18	3	23	13.95914000	13.16558600	16.85376300	37.33819100	272.00352400	2.14623700	8.95914000	413.67418400	208.25547000	5.13446300	186.63450600	48.28607500	119.15281900	43.14659600	77.71700500	1.51945800	97.86165400	1.04946200	0.43899700	0.00645200	3.17899100	0.00000000	NA	0.06582200	-1.12277800	-1.05884600	-0.50345300	-1.17251200	-1.46283900	-0.65928600	-0.76133900	-1.60080900	-1.11545700	-0.74985600	-0.63702900	-0.43129600	-1.19068100	-0.36536000	-0.88319000	-0.31387300	-0.60081600	-0.62957600	-0.37311100	-0.71341600	-0.68792100	-0.32215600	-1.27892400	-0.33160800	NA	-0.40272700	-1.32950900	-0.72752800	-0.21379700	-0.91840000	-0.53793000	-0.24870500	NA	NA	NA	NA	NA	NA	NA
10AGo086	2010	mountain	Albulapass	4	0.43396200	19	5	36	39.50666700	15.33999300	18.80571400	52.87919300	403.65049200	5.36381000	12.11619000	465.17423600	590.62235400	4.67502600	272.95842500	39.32978500	143.98516300	17.63053600	113.48123900	1.89754400	93.34698900	5.00761900	2.38094800	1.91047600	5.53870300	0.00000000	NA	0.36860300	0.45827700	0.28836700	-0.25092700	-1.01678300	-1.25340700	-0.06665900	-0.42966200	-0.49165100	-0.68733300	-0.58861100	-0.35100200	-0.45381300	-0.59173600	-0.46651300	-0.81933100	-0.71605500	-0.36685500	-0.38057100	-0.39892000	-0.27698900	-0.53606000	0.30606400	-0.16371700	-0.33160800	NA	-0.33264300	-0.62500500	0.41148000	-0.56478400	-0.53567600	-0.28612300	0.01597900	NA	NA	NA	NA	NA	NA	NA
10AGo087	2010	mountain	Albulapass	12	1.30188700	22	5	26	55.55151500	15.50626900	20.40202000	82.04397100	682.03003500	3.70909100	12.65252500	312.06976500	415.77298400	7.50369600	252.64449900	69.69116400	430.49713500	60.02245800	180.26215200	3.01558600	195.86815600	12.58383800	0.98224600	0.00000000	3.98227700	0.00000000	NA	1.27694700	0.45827700	-0.74795100	-0.09233000	-1.00487500	-1.08213300	1.04548400	0.27169700	-1.06206300	-0.61460100	-1.06797400	-0.48179700	-0.31518300	-0.73268100	-0.12360900	-0.08253100	-0.04787700	0.07000900	0.35576500	0.18714400	0.55836700	-0.64543900	-0.32428500	-0.89928900	-0.33160800	NA	0.50290400	-0.47676800	0.38245900	-0.40592900	-1.19353600	-0.34183800	-0.40840800	NA	NA	NA	NA	NA	NA	NA
10AGo088	2010	mountain	Albulapass	21	2.27830200	19	6	44	101.88666700	15.50506700	28.24000000	45.83395300	392.51997100	3.39777800	10.90000000	412.31037900	2524.14672000	11.89354500	253.09125800	90.43561100	142.18348900	39.70564300	333.28656700	2.94699800	127.50378000	0.00000000	5.08862400	1.30222200	6.00495300	2.64291700	NA	0.36860300	1.24880400	1.11742100	0.36567200	-1.00496100	-0.24116600	-0.33531600	-0.45770500	-1.16937900	-0.85225900	-0.75412600	1.09535300	-0.10004100	-0.72958100	0.11068100	-0.82396400	-0.36810900	1.07105700	0.31059300	-0.20366200	-0.82913000	-0.32431800	0.10537500	0.05663500	1.41725900	NA	-0.16231400	-1.06828400	1.06822600	-0.31005600	-0.39997100	0.90299900	0.90295200	NA	NA	NA	NA	NA	NA	NA
10AGo089	2010	mountain	Albulapass	0	0.00000000	19	4	27	39.97849500	16.79495500	21.85806500	73.04773700	504.38907100	5.43440900	12.66881700	365.14461500	2117.83032500	10.09238800	349.70117100	161.15838300	314.03085900	84.31201600	98.08730100	2.67350100	77.03554100	6.96559100	3.18575100	0.00430100	5.28083500	0.00000000	NA	0.36860300	-0.33225100	-0.64431900	-0.24626300	-0.91258000	-0.92590800	0.70242900	-0.17585800	-0.46731400	-0.61239200	-0.90179900	0.79141200	-0.18831300	-0.05926800	0.90943000	-0.38203800	0.33497400	-0.46755900	0.13047000	-0.49216400	-0.06110200	-0.47312400	-0.32286600	-0.28558600	-0.33160800	NA	-0.24966500	-0.20569200	-0.24675200	0.68155500	-0.92919400	0.19436900	-0.42228900	NA	NA	NA	NA	NA	NA	NA
10AGo090	2010	mountain	Albulapass	8	0.86792500	21	3	34	15.35111100	16.73826500	22.40888900	52.99213900	911.10027100	4.38222200	11.96000000	362.14585500	330.55081000	5.40683100	251.76635800	50.92727900	482.07693200	25.88682900	353.15508200	4.18537300	218.40662400	9.84666700	11.11958400	4.70000000	5.42065500	0.00000000	NA	0.97416500	-1.12277800	0.08110300	-0.48969400	-0.91664000	-0.86680800	-0.06235200	0.84882500	-0.83002200	-0.70851400	-0.91118800	-0.54554700	-0.41794800	-0.73877400	-0.33553000	0.05011200	-0.58592000	1.20103200	1.12618000	0.31598600	0.25656600	0.14730500	1.22644900	-0.21950700	-0.33160800	NA	1.03725200	-0.84397800	-0.12360600	-0.78826600	-0.67744600	-0.55940300	0.55203000	NA	NA	NA	NA	NA	NA	NA
10AGo091	2010	mountain	Albulapass	2	0.21698100	15	4	24	45.04666700	18.36940400	26.03777800	40.29269000	977.35353200	5.24000000	9.92222200	707.24470100	915.34035500	3.00311600	306.08991500	209.07904500	414.22545500	66.70995600	16.89274100	3.52707400	7.40469700	10.99777800	2.34988000	0.04222200	5.15173600	0.00000000	NA	-0.84252200	-0.33225100	-0.95521500	-0.19616600	-0.79982000	-0.47745100	-0.54662100	1.01574600	-0.53433000	-0.98485400	0.16930100	-0.10810000	-0.53575200	-0.36185800	1.45065000	-0.12437600	0.05753100	-0.99871400	0.69262800	-0.89021000	0.38348700	-0.53848900	-0.31035400	-0.34659900	-0.33160800	NA	-0.13114600	-0.83180100	-0.94943300	1.21828000	-0.17704600	-0.34614400	-0.54084500	NA	NA	NA	NA	NA	NA	NA
10AGo092	2010	mountain	Albulapass	2	0.21698100	16	4	46	19.65333300	21.51375000	25.39555600	42.43430700	242.00526500	4.68444400	12.90222200	837.25920600	141.95097400	10.62504500	302.80488000	57.61751600	242.96239200	28.17087400	152.11160500	1.94020400	178.29596100	3.43777800	1.10553400	0.00000000	7.29030400	0.00000000	NA	-0.53974000	-0.33225100	1.32468400	-0.44716800	-0.57462500	-0.54635800	-0.46495500	-0.83691700	-0.72584100	-0.58074000	0.57637000	-0.68662700	-0.16220800	-0.38465100	-0.25997000	-0.56479900	-0.54991900	-0.11414500	-0.35247600	0.08669300	-0.45008000	-0.63579800	-0.32428500	0.66409600	-0.33160800	NA	-0.34099700	-0.81074500	0.15651500	-0.48685700	0.79474700	-0.49843100	-0.44457600	NA	NA	NA	NA	NA	NA	NA
10AGo093	2010	mountain	Albulapass	0	0.00000000	10	3	29	80.54408600	14.45451300	20.50322600	54.20185200	575.06099600	7.26881700	14.86236600	951.07172000	1364.62716500	7.02301500	282.12605300	69.18155800	497.23866100	43.09954800	312.57695000	3.45012200	324.94049000	6.21505400	15.08660600	0.21505400	7.20060300	0.00000000	NA	-2.35642700	-1.12277800	-0.43705600	0.15471000	-1.08020000	-1.07127400	-0.01622200	0.00219500	0.16504100	-0.31492800	0.93271200	0.22798500	-0.33874000	-0.52812800	-0.12936400	0.08910200	-0.31461400	0.93558000	0.64194800	0.92498900	-0.14385700	0.45752800	-0.25332900	0.62170300	-0.33160800	NA	0.70013700	-0.61395400	-1.59709300	-0.45698600	0.56944600	0.04130200	-0.38146800	NA	NA	NA	NA	NA	NA	NA
10AGo094	2010	mountain	Albulapass	28	3.03773600	21	7	49	16.46666700	17.67711000	24.73958300	86.62054100	869.32196200	5.74375000	14.12500000	780.91661200	207.54346600	22.42170300	278.81860000	112.71098500	2007.18474900	149.04670400	495.15228400	2.19329900	751.58607900	10.29375000	8.06325200	0.00625000	5.19722000	0.00000000	NA	0.97416500	2.03933100	1.63558000	-0.47866700	-0.84940100	-0.61673900	1.22000200	0.74356700	-0.36067800	-0.41492100	0.39996400	-0.63756100	0.41593400	-0.55107600	0.36226100	3.97210900	1.35531700	2.12994300	-0.18578800	3.36391500	0.30586100	-0.09170100	-0.32222300	-0.32510300	-0.33160800	NA	2.11152900	-0.40976600	1.77524700	-0.47328800	-0.43688400	-0.42982400	-0.76778900	NA	NA	NA	NA	NA	NA	NA
10AGo096	2010	mountain	Albulapass	8	0.86792500	18	5	37	19.38444400	14.73479500	17.61555600	79.38436700	517.90082000	5.96444400	14.68888900	847.16337400	293.92272900	2.00214800	255.58387900	34.97087600	276.99320800	6.47432600	375.41708800	3.61692600	161.37045100	13.51555600	2.39981300	0.00000000	8.53871900	0.00000000	NA	0.06582200	0.45827700	0.39199800	-0.44982600	-1.06012700	-1.38110300	0.94406500	-0.14181600	-0.28460100	-0.33845200	0.60738000	-0.57294600	-0.58480800	-0.71228700	-0.51574300	-0.47728500	-0.89189800	1.34666500	0.75180400	-0.01006200	0.66109800	-0.53458500	-0.32428500	1.25410100	-0.33160800	NA	0.66491900	-0.54299900	0.15944600	-1.34013500	0.72897100	-0.71283500	-0.51795400	NA	NA	NA	NA	NA	NA	NA
10AGo098	2010	mountain	Albulapass	9	0.97641500	19	4	34	19.94888900	15.80777700	25.00222200	62.95519900	456.73736300	4.37555600	12.64222200	480.14888500	122.40862200	4.76421500	341.51567200	31.84970200	271.80305500	8.89400400	106.68152500	2.12722300	77.20159400	5.16666700	0.72932800	0.00444400	6.81520500	0.00000000	NA	0.36860300	-0.33225100	0.08110300	-0.44424700	-0.98328100	-0.58856000	0.31757000	-0.29591300	-0.83232100	-0.61599800	-0.54172600	-0.70124500	-0.44944200	-0.11606200	-0.55099400	-0.49063200	-0.85376000	-0.41133800	-0.22930600	-0.49121500	-0.25945200	-0.66521700	-0.32281800	0.43956200	-0.33160800	NA	-0.25310200	-0.47218200	0.06702300	-0.59906600	-0.04595000	-0.62169200	-0.41069400	NA	NA	NA	NA	NA	NA	NA
10AGo099	2010	mountain	Albulapass	8	0.86792500	23	7	37	19.00888900	20.48389300	22.48222200	80.51513000	852.72053200	7.57777800	16.81111100	1168.76050500	57.65951700	2.25270500	344.17424300	106.83448000	1122.71018500	125.74441700	322.49850200	3.76507300	452.72820600	19.28000000	13.50417900	0.43555600	6.34327900	0.00000000	NA	1.57972800	2.03933100	0.39199800	-0.45353800	-0.64838200	-0.85894000	0.98718400	0.70174100	0.27154500	-0.05066100	1.61428600	-0.74968000	-0.57252800	-0.09761600	0.29589100	1.69757700	0.98802800	1.00048400	0.84937300	1.65548900	1.29668700	0.33378100	-0.18057600	0.21652800	-0.33160800	NA	1.34130700	-0.05218300	1.28025100	-0.06048200	0.29793100	-0.86494200	-0.60646800	NA	NA	NA	NA	NA	NA	NA
10AGo100	2010	mountain	Albulapass	28	3.03773600	19	4	47	21.36129000	19.36266100	20.30537600	46.32507600	1286.64028100	6.44516100	9.73978500	574.90402300	173.52416200	3.60504400	271.83670200	319.89751100	1283.13799300	273.12498400	119.69203300	5.98978000	133.78851900	47.36989200	18.86143100	9.78709700	5.50374100	2.23203300	NA	0.36860300	-0.33225100	1.42831600	-0.43028600	-0.72868300	-1.09250200	-0.31658800	1.79497400	-0.11888900	-1.00959400	-0.24505200	-0.66300900	-0.50625200	-0.59951900	2.70224400	2.11013600	3.31103000	-0.32622600	2.31455200	-0.16773500	4.39388400	0.75272100	2.90490200	-0.18024000	1.14536900	NA	1.51915200	-0.96926700	-0.08836400	2.95996400	-1.22949900	-0.85526000	1.73915600	NA	NA	NA	NA	NA	NA	NA
11DGo001	2011	lowland	Doettingen	0	0.00000000	41	6	82	1.51555600	16.65111100	8.67333300	1.73111100	30.02888900	4.67777800	0.81777800	37.88888900	3.28421200	1.21298900	28.46485900	320.19555600	1.41777800	0.26698300	226.52785700	0.54222200	0.26222200	0.00000000	98.75111100	4.97333300	2.74666700	19.54444400	4	2.76084600	0.56188900	1.36806600	-0.27722700	2.75513900	0.58259900	-1.07215300	-1.07772000	-0.34945600	-0.26565600	0.24224300	-0.76559900	-0.60405600	-0.10852800	3.63374300	-0.94824200	-1.15526100	1.92103400	-0.11531700	-0.97678700	-0.93769800	0.29833400	6.10675200	-0.41687000	6.50664200	-0.35208500	-0.78972400	-0.39815500	1.54017300	0.62313000	0.26425900	-0.55265100	7.21028100	-0.54516900	-0.49058300	0.39862500	1.54466600	-0.76603100	7.48289900	-0.19129100
